transaction_id,sender_entity_id,receiver_entity_id,amount,timestamp,transaction_type,channel,sender_state,receiver_state,is_cash_out,is_suspicious,ring_id
T008674,ENT_000635,ENT_000113,12897.63,2026-05-18 08:20:47,IMPS,Internet Banking,Telangana,Rajasthan,0,0,NORMAL
T008675,ENT_000022,ENT_000556,22057.7,2026-05-18 08:21:55,NEFT,Bank Branch,Odisha,Maharashtra,0,0,NORMAL
T008676,ENT_000060,ENT_000104,17948.6,2026-05-18 08:32:50,IMPS,Internet Banking,Bihar,Punjab,0,0,NORMAL
T008677,ENT_000049,ENT_000562,117.57,2026-05-18 08:54:28,UPI,UPI App,Kerala,Rajasthan,0,0,NORMAL
T008678,ENT_000177,ENT_000433,2325.84,2026-05-18 09:05:07,UPI,UPI App,Rajasthan,Odisha,0,0,NORMAL
T008679,ENT_000214,ATM_038,3573.5,2026-05-18 09:33:16,CASH_WITHDRAWAL,ATM,Karnataka,West Bengal,1,0,NORMAL
T008680,ENT_000411,ENT_000281,962.06,2026-05-18 10:01:38,UPI,UPI App,Maharashtra,Odisha,0,0,NORMAL
T008681,ENT_000691,ENT_000417,486.62,2026-05-18 10:14:59,UPI,UPI App,Odisha,West Bengal,0,0,NORMAL
T008682,ENT_000290,ENT_000054,4209.87,2026-05-18 10:31:22,UPI,UPI App,Tamil Nadu,Odisha,0,0,NORMAL
T008683,ENT_000208,ENT_000196,230.37,2026-05-18 10:40:39,UPI,UPI App,Delhi,Bihar,0,0,NORMAL
T008684,ENT_000427,ENT_000412,2652.67,2026-05-18 11:13:50,UPI,UPI App,Tamil Nadu,Odisha,0,0,NORMAL
T008685,ENT_000413,ENT_000061,4900.14,2026-05-18 11:43:25,UPI,UPI App,Telangana,Rajasthan,0,0,NORMAL
T008686,ENT_000528,ENT_000247,40756.34,2026-05-18 11:48:18,NEFT,Bank Branch,Bihar,Kerala,0,0,NORMAL
T008687,ENT_000421,ENT_000387,49661.16,2026-05-18 12:00:43,NEFT,Internet Banking,Maharashtra,Gujarat,0,0,NORMAL
T008688,ENT_000297,ENT_000659,32512.13,2026-05-18 12:03:07,NEFT,Bank Branch,Tamil Nadu,Bihar,0,0,NORMAL
T008689,ENT_000399,ENT_000181,2701.13,2026-05-18 12:08:14,UPI,UPI App,Maharashtra,Rajasthan,0,0,NORMAL
T008690,ENT_000651,ENT_000693,11563.35,2026-05-18 13:02:06,IMPS,Internet Banking,Tamil Nadu,Gujarat,0,0,NORMAL
T008691,ENT_000178,ENT_000211,4556.53,2026-05-18 13:19:49,CARD,POS,Gujarat,Odisha,0,0,NORMAL
T008692,ENT_000444,ENT_000027,2014.64,2026-05-18 13:57:55,UPI,UPI App,Uttar Pradesh,West Bengal,0,0,NORMAL
T008693,ENT_000145,ENT_000475,4460.65,2026-05-18 14:04:16,UPI,UPI App,Delhi,Madhya Pradesh,0,0,NORMAL
T008694,ENT_000564,ENT_000041,2866.32,2026-05-18 14:10:59,IMPS,Mobile Banking,Gujarat,Maharashtra,0,0,NORMAL
T008695,ENT_000634,ENT_000336,35004.73,2026-05-18 14:23:00,IMPS,Mobile Banking,Bihar,Gujarat,0,0,NORMAL
T008696,ENT_000677,ENT_000538,4264.19,2026-05-18 14:32:27,UPI,UPI App,Uttar Pradesh,Maharashtra,0,0,NORMAL
T008697,ENT_000488,ENT_000416,23893.98,2026-05-18 14:37:52,NEFT,Bank Branch,Telangana,Rajasthan,0,0,NORMAL
T008698,ENT_000175,ENT_000298,3006.57,2026-05-18 15:06:08,IMPS,Internet Banking,Uttar Pradesh,West Bengal,0,0,NORMAL
T008699,ENT_000669,ENT_000519,1107.2,2026-05-18 15:30:53,UPI,UPI App,Maharashtra,Telangana,0,0,NORMAL
T008700,ENT_000665,ENT_000101,23560.63,2026-05-18 15:48:37,CARD,Internet Banking,Kerala,Uttar Pradesh,0,0,NORMAL
T008701,ENT_000622,ENT_000460,22689.75,2026-05-18 16:28:50,IMPS,Mobile Banking,Bihar,Uttar Pradesh,0,1,RING_024
T008702,ENT_000061,ENT_000566,1867.73,2026-05-18 16:41:44,IMPS,Internet Banking,Rajasthan,Kerala,0,0,NORMAL
T008703,ENT_000107,ENT_000459,866.29,2026-05-18 16:49:27,UPI,UPI App,Rajasthan,Tamil Nadu,0,0,NORMAL
T008704,ENT_000693,ENT_000379,39543.52,2026-05-18 17:03:43,NEFT,Bank Branch,Gujarat,Bihar,0,0,NORMAL
T008705,ENT_000622,ENT_000173,20944.38,2026-05-18 17:15:50,IMPS,Mobile Banking,Bihar,Madhya Pradesh,0,1,RING_024
T008706,ENT_000081,ENT_000358,12870.19,2026-05-18 18:06:13,IMPS,Mobile Banking,Tamil Nadu,Madhya Pradesh,0,0,NORMAL
T008707,ENT_000558,ENT_000493,216537.55,2026-05-18 18:15:28,RTGS,Internet Banking,Delhi,Madhya Pradesh,0,0,NORMAL
T008708,ENT_000403,ENT_000315,1042.05,2026-05-18 18:26:39,UPI,UPI App,Rajasthan,Punjab,0,0,NORMAL
T008709,ENT_000008,ENT_000593,23877.81,2026-05-18 18:28:16,IMPS,Mobile Banking,Karnataka,Telangana,0,0,NORMAL
T008710,ENT_000460,ENT_000691,21782.16,2026-05-18 18:48:50,UPI,UPI App,Uttar Pradesh,Odisha,0,1,RING_024
T008711,ENT_000173,ENT_000691,20106.61,2026-05-18 19:05:50,UPI,UPI App,Madhya Pradesh,Odisha,0,1,RING_024
T008712,ENT_000216,ENT_000303,173.95,2026-05-18 20:03:30,UPI,UPI App,Tamil Nadu,Odisha,0,0,NORMAL
T008713,ENT_000327,ENT_000637,4800.37,2026-05-18 20:38:18,UPI,UPI App,Rajasthan,Bihar,0,0,NORMAL
T008714,ENT_000091,ENT_000203,1970.87,2026-05-18 20:59:38,IMPS,Mobile Banking,West Bengal,Punjab,0,0,NORMAL
T008715,ENT_000691,ENT_000537,40143.4,2026-05-18 21:11:50,NEFT,Internet Banking,Odisha,Gujarat,0,1,RING_024
T008716,ENT_000584,ENT_000190,479397.99,2026-05-18 21:19:43,NEFT,Bank Branch,Maharashtra,Uttar Pradesh,0,0,NORMAL
T008717,ENT_000077,ENT_000442,1025.72,2026-05-18 21:22:56,UPI,UPI App,Punjab,Karnataka,0,0,NORMAL
T008718,ENT_000537,ATM_012,38939.1,2026-05-18 21:40:50,CASH_WITHDRAWAL,ATM,Gujarat,Bihar,1,1,RING_024
T008719,ENT_000370,ENT_000024,38462.24,2026-05-18 22:03:33,NEFT,Bank Branch,Telangana,Delhi,0,0,NORMAL
T008720,ENT_000590,ENT_000437,2162.22,2026-05-19 02:59:23,IMPS,Mobile Banking,Punjab,Tamil Nadu,0,0,NORMAL
T008721,ENT_000558,ENT_000134,942.3,2026-05-19 03:46:41,IMPS,Internet Banking,Delhi,Madhya Pradesh,0,0,NORMAL
T008722,ENT_000004,ENT_000028,41850.49,2026-05-19 07:24:38,IMPS,Internet Banking,Uttar Pradesh,Telangana,0,0,NORMAL
T008723,ENT_000505,ENT_000058,4662.99,2026-05-19 07:25:22,UPI,UPI App,Telangana,Delhi,0,0,NORMAL
T008724,ENT_000382,ENT_000152,17515.86,2026-05-19 08:40:34,IMPS,Mobile Banking,Uttar Pradesh,Telangana,0,0,NORMAL
T008725,ENT_000471,ENT_000412,16906.79,2026-05-19 08:59:15,IMPS,Internet Banking,Odisha,Odisha,0,0,NORMAL
T008726,ENT_000311,ENT_000232,2363.75,2026-05-19 09:39:17,UPI,UPI App,Delhi,Uttar Pradesh,0,0,NORMAL
T008727,ENT_000264,ENT_000046,16726.95,2026-05-19 10:12:19,IMPS,Mobile Banking,Tamil Nadu,Maharashtra,0,0,NORMAL
T008728,ENT_000612,ENT_000392,27914.64,2026-05-19 10:36:03,NEFT,Internet Banking,Madhya Pradesh,Madhya Pradesh,0,0,NORMAL
T008729,ENT_000074,ENT_000508,42173.93,2026-05-19 11:02:02,NEFT,Internet Banking,Kerala,Karnataka,0,0,NORMAL
T008730,ENT_000256,ENT_000212,143.16,2026-05-19 11:15:33,CARD,POS,Gujarat,Uttar Pradesh,0,0,NORMAL
T008731,ENT_000340,ENT_000176,48006.24,2026-05-19 11:17:11,IMPS,Mobile Banking,Odisha,Gujarat,0,0,NORMAL
T008732,ENT_000383,ENT_000583,4183.24,2026-05-19 11:36:06,UPI,UPI App,Punjab,Punjab,0,0,NORMAL
T008733,ENT_000325,ENT_000356,3068.05,2026-05-19 12:17:42,UPI,UPI App,Bihar,Odisha,0,0,NORMAL
T008734,ENT_000118,ENT_000415,5613.39,2026-05-19 13:04:18,NEFT,Bank Branch,Tamil Nadu,Odisha,0,0,NORMAL
T008735,ENT_000542,ENT_000072,4104.2,2026-05-19 13:11:55,UPI,UPI App,Delhi,West Bengal,0,0,NORMAL
T008736,ENT_000449,ENT_000630,4641.09,2026-05-19 13:14:21,UPI,UPI App,Uttar Pradesh,Karnataka,0,0,NORMAL
T008737,ENT_000203,ENT_000347,7128.05,2026-05-19 13:41:26,NEFT,Bank Branch,Punjab,Punjab,0,0,NORMAL
T008738,ENT_000093,ENT_000563,94483.78,2026-05-19 14:00:05,UPI,UPI App,Madhya Pradesh,Rajasthan,0,1,RING_008
T008739,ENT_000638,ENT_000366,4347.03,2026-05-19 14:01:48,CARD,Internet Banking,Delhi,Kerala,0,0,NORMAL
T008740,ENT_000416,ATM_005,18057.2,2026-05-19 14:19:37,CASH_WITHDRAWAL,ATM,Rajasthan,Kerala,1,0,NORMAL
T008741,ENT_000093,ENT_000292,102708.42,2026-05-19 14:29:05,NEFT,Internet Banking,Madhya Pradesh,Telangana,0,1,RING_008
T008742,ENT_000093,ENT_000573,98387.73,2026-05-19 15:01:05,NEFT,Internet Banking,Madhya Pradesh,Gujarat,0,1,RING_008
T008743,ENT_000628,ENT_000570,44635.94,2026-05-19 15:10:40,IMPS,Internet Banking,Telangana,Maharashtra,0,0,NORMAL
T008744,ENT_000563,ATM_018,91020.51,2026-05-19 15:19:05,CASH_WITHDRAWAL,ATM,Rajasthan,Karnataka,1,1,RING_008
T008745,ENT_000093,ENT_000597,97146.22,2026-05-19 15:44:05,UPI,UPI App,Madhya Pradesh,Telangana,0,1,RING_008
T008746,ENT_000292,ATM_023,99414.31,2026-05-19 15:53:05,CASH_WITHDRAWAL,ATM,Telangana,Madhya Pradesh,1,1,RING_008
T008747,ENT_000476,ENT_000500,4629.2,2026-05-19 16:16:42,UPI,UPI App,Tamil Nadu,Madhya Pradesh,0,0,NORMAL
T008748,ENT_000605,ENT_000236,4408.96,2026-05-19 16:28:28,CARD,Internet Banking,Delhi,Punjab,0,0,NORMAL
T008749,ENT_000482,ENT_000596,6133.85,2026-05-19 16:30:48,IMPS,Mobile Banking,Maharashtra,Maharashtra,0,0,NORMAL
T008750,ENT_000573,ATM_018,95356.76,2026-05-19 16:32:05,CASH_WITHDRAWAL,ATM,Gujarat,Karnataka,1,1,RING_008
T008751,ENT_000597,ATM_023,93576.66,2026-05-19 16:34:05,CASH_WITHDRAWAL,ATM,Telangana,Madhya Pradesh,1,1,RING_008
T008752,ENT_000466,ENT_000479,188.23,2026-05-19 16:41:29,UPI,UPI App,Rajasthan,Maharashtra,0,0,NORMAL
T008753,ENT_000130,ENT_000353,2454.3,2026-05-19 16:47:03,UPI,UPI App,Punjab,Karnataka,0,0,NORMAL
T008754,ENT_000486,ATM_007,2480.53,2026-05-19 16:48:46,CASH_WITHDRAWAL,ATM,Uttar Pradesh,Bihar,1,0,NORMAL
T008755,ENT_000073,ENT_000111,284.26,2026-05-19 17:11:37,UPI,UPI App,Maharashtra,Karnataka,0,0,NORMAL
T008756,ENT_000496,ENT_000197,4684.42,2026-05-19 17:12:58,IMPS,Mobile Banking,Kerala,Maharashtra,0,0,NORMAL
T008757,ENT_000171,ENT_000568,3672.9,2026-05-19 17:13:40,UPI,UPI App,Maharashtra,Odisha,0,0,NORMAL
T008758,ENT_000368,ENT_000422,2437.61,2026-05-19 17:28:09,UPI,UPI App,Telangana,Rajasthan,0,0,NORMAL
T008759,ENT_000667,ENT_000085,1736.99,2026-05-19 17:39:17,UPI,UPI App,Maharashtra,Odisha,0,0,NORMAL
T008760,ENT_000431,ENT_000001,1452.18,2026-05-19 17:44:24,UPI,UPI App,Bihar,Bihar,0,0,NORMAL
T008761,ENT_000566,ENT_000353,1354.33,2026-05-19 17:50:23,UPI,UPI App,Kerala,Karnataka,0,0,NORMAL
T008762,ENT_000525,ENT_000089,996.08,2026-05-19 17:57:36,UPI,UPI App,Maharashtra,Telangana,0,0,NORMAL
T008763,ENT_000375,ENT_000303,4236.11,2026-05-19 18:19:28,IMPS,Mobile Banking,Madhya Pradesh,Odisha,0,0,NORMAL
T008764,ENT_000048,ENT_000066,21536.94,2026-05-19 18:52:28,CARD,POS,Telangana,Rajasthan,0,0,NORMAL
T008765,ENT_000114,ENT_000112,760.37,2026-05-19 18:54:54,UPI,UPI App,Madhya Pradesh,Delhi,0,0,NORMAL
T008766,ENT_000200,ENT_000343,3343.22,2026-05-19 19:04:19,UPI,UPI App,Bihar,Telangana,0,0,NORMAL
T008767,ENT_000287,ENT_000662,1602.15,2026-05-19 20:01:28,UPI,UPI App,Karnataka,Tamil Nadu,0,0,NORMAL
T008768,ENT_000610,ENT_000306,1847.58,2026-05-19 20:16:18,IMPS,Mobile Banking,Telangana,Tamil Nadu,0,0,NORMAL
T008769,ENT_000198,ENT_000189,79727.66,2026-05-19 20:51:38,NEFT,Internet Banking,Uttar Pradesh,Odisha,0,0,NORMAL
T008770,ENT_000444,ENT_000272,217036.48,2026-05-19 21:31:28,NEFT,Internet Banking,Uttar Pradesh,Karnataka,0,0,NORMAL
T008771,ENT_000122,ENT_000698,31972.64,2026-05-19 22:12:03,NEFT,Bank Branch,Telangana,Delhi,0,0,NORMAL
T008772,ENT_000487,ENT_000234,40549.01,2026-05-19 22:50:30,IMPS,Internet Banking,Uttar Pradesh,Gujarat,0,0,NORMAL
T008773,ENT_000266,ENT_000058,20168.01,2026-05-19 23:44:46,IMPS,Mobile Banking,Uttar Pradesh,Delhi,0,0,NORMAL
T008774,ENT_000008,ENT_000050,3544.43,2026-05-20 02:24:32,UPI,UPI App,Karnataka,Uttar Pradesh,0,0,NORMAL
T008775,ENT_000591,ENT_000643,2401.02,2026-05-20 06:44:07,IMPS,Internet Banking,Karnataka,West Bengal,0,0,NORMAL
T008776,ENT_000666,ENT_000428,18486.31,2026-05-20 07:27:39,IMPS,Mobile Banking,Uttar Pradesh,Telangana,0,0,NORMAL
T008777,ENT_000105,ENT_000194,1701.77,2026-05-20 07:37:54,UPI,UPI App,Gujarat,Punjab,0,0,NORMAL
T008778,ENT_000429,ENT_000194,305.57,2026-05-20 08:02:14,UPI,UPI App,Odisha,Punjab,0,0,NORMAL
T008779,ENT_000102,ENT_000686,31957.36,2026-05-20 08:05:54,NEFT,Internet Banking,Maharashtra,Bihar,0,0,NORMAL
T008780,ENT_000251,ENT_000477,477.94,2026-05-20 08:49:20,UPI,UPI App,Telangana,Karnataka,0,0,NORMAL
T008781,ENT_000217,ENT_000057,40863.53,2026-05-20 09:00:56,NEFT,Bank Branch,Maharashtra,Karnataka,0,0,NORMAL
T008782,ENT_000696,ENT_000116,3497.81,2026-05-20 09:04:18,UPI,UPI App,Odisha,Kerala,0,0,NORMAL
T008783,ENT_000278,ATM_014,3220.56,2026-05-20 09:34:19,CASH_WITHDRAWAL,ATM,West Bengal,Kerala,1,0,NORMAL
T008784,ENT_000653,ENT_000641,3894.65,2026-05-20 09:55:02,UPI,UPI App,Odisha,Gujarat,0,0,NORMAL
T008785,ENT_000038,ENT_000545,2650.99,2026-05-20 10:25:39,UPI,UPI App,Maharashtra,Maharashtra,0,0,NORMAL
T008786,ENT_000286,ENT_000216,4115.3,2026-05-20 10:27:03,UPI,UPI App,West Bengal,Tamil Nadu,0,0,NORMAL
T008787,ENT_000021,ENT_000619,634.96,2026-05-20 11:06:17,UPI,UPI App,Telangana,Tamil Nadu,0,0,NORMAL
T008788,ENT_000589,ENT_000353,4046.69,2026-05-20 11:18:12,UPI,UPI App,Telangana,Karnataka,0,0,NORMAL
T008789,ENT_000226,ENT_000271,35529.78,2026-05-20 12:25:40,NEFT,Internet Banking,Maharashtra,Uttar Pradesh,0,0,NORMAL
T008790,ENT_000560,ATM_033,2239.76,2026-05-20 12:27:53,CASH_WITHDRAWAL,ATM,Tamil Nadu,Karnataka,1,0,NORMAL
T008791,ENT_000638,ENT_000023,265645.57,2026-05-20 12:44:09,NEFT,Bank Branch,Delhi,Uttar Pradesh,0,0,NORMAL
T008792,ENT_000181,ENT_000015,4733.28,2026-05-20 12:54:23,UPI,UPI App,Rajasthan,Rajasthan,0,0,NORMAL
T008793,ENT_000262,ENT_000018,2773.16,2026-05-20 13:20:26,UPI,UPI App,Rajasthan,Kerala,0,0,NORMAL
T008794,ENT_000507,ENT_000123,2854.76,2026-05-20 13:45:44,CARD,POS,Maharashtra,Madhya Pradesh,0,0,NORMAL
T008795,ENT_000047,ENT_000147,38900.66,2026-05-20 14:17:59,IMPS,Mobile Banking,Bihar,Bihar,0,0,NORMAL
T008796,ENT_000524,ENT_000658,41497.08,2026-05-20 14:28:17,NEFT,Internet Banking,Kerala,Karnataka,0,0,NORMAL
T008797,ENT_000562,ENT_000346,291.36,2026-05-20 14:56:46,UPI,UPI App,Rajasthan,Tamil Nadu,0,0,NORMAL
T008798,ENT_000058,ENT_000043,3159.14,2026-05-20 15:03:30,UPI,UPI App,Delhi,Karnataka,0,0,NORMAL
T008799,ENT_000059,ENT_000108,769.24,2026-05-20 15:10:03,UPI,UPI App,Odisha,Karnataka,0,0,NORMAL
T008800,ENT_000341,ENT_000494,38494.88,2026-05-20 15:32:47,IMPS,Mobile Banking,Odisha,Madhya Pradesh,0,1,RING_022
T008801,ENT_000196,ENT_000286,31321.68,2026-05-20 15:43:21,IMPS,Mobile Banking,Bihar,West Bengal,0,0,NORMAL
T008802,ENT_000066,ENT_000038,27438.67,2026-05-20 16:00:47,IMPS,Mobile Banking,Rajasthan,Maharashtra,0,0,NORMAL
T008803,ENT_000180,ENT_000494,40690.47,2026-05-20 16:09:47,IMPS,Mobile Banking,Madhya Pradesh,Madhya Pradesh,0,1,RING_022
T008804,ENT_000479,ENT_000499,1787.76,2026-05-20 16:12:26,UPI,UPI App,Maharashtra,West Bengal,0,0,NORMAL
T008805,ENT_000571,ENT_000622,2264.35,2026-05-20 16:17:57,IMPS,Mobile Banking,Odisha,Bihar,0,0,NORMAL
T008806,ENT_000651,ENT_000494,42735.06,2026-05-20 16:28:47,IMPS,Mobile Banking,Tamil Nadu,Madhya Pradesh,0,1,RING_022
T008807,ENT_000326,ENT_000494,42359.89,2026-05-20 16:39:47,IMPS,Mobile Banking,Maharashtra,Madhya Pradesh,0,1,RING_022
T008808,ENT_000448,ENT_000625,1746.23,2026-05-20 16:51:30,UPI,UPI App,Telangana,Kerala,0,0,NORMAL
T008809,ENT_000683,ENT_000494,42339.91,2026-05-20 16:54:47,IMPS,Mobile Banking,Delhi,Madhya Pradesh,0,1,RING_022
T008810,ENT_000680,ENT_000340,250.11,2026-05-20 17:24:24,CARD,Internet Banking,Odisha,Odisha,0,0,NORMAL
T008811,ENT_000689,ENT_000443,1633.66,2026-05-20 17:29:37,UPI,UPI App,Delhi,Madhya Pradesh,0,0,NORMAL
T008812,ENT_000051,ENT_000205,3055.64,2026-05-20 17:31:18,UPI,UPI App,Punjab,Gujarat,0,0,NORMAL
T008813,ENT_000233,ENT_000306,1205.01,2026-05-20 17:40:24,UPI,UPI App,West Bengal,Tamil Nadu,0,0,NORMAL
T008814,ENT_000150,ENT_000158,1952.94,2026-05-20 17:47:34,UPI,UPI App,Bihar,Telangana,0,0,NORMAL
T008815,ENT_000501,ENT_000511,2904.6,2026-05-20 17:51:31,IMPS,Mobile Banking,Rajasthan,Telangana,0,0,NORMAL
T008816,ENT_000494,ATM_022,197884.05,2026-05-20 18:07:47,CASH_WITHDRAWAL,ATM,Madhya Pradesh,Madhya Pradesh,1,1,RING_022
T008817,ENT_000560,ENT_000275,4552.25,2026-05-20 18:10:33,UPI,UPI App,Tamil Nadu,Bihar,0,0,NORMAL
T008818,ENT_000550,ENT_000129,2809.39,2026-05-20 18:22:05,UPI,UPI App,Gujarat,Maharashtra,0,0,NORMAL
T008819,ENT_000133,ENT_000224,7073.14,2026-05-20 18:28:38,NEFT,Bank Branch,West Bengal,Tamil Nadu,0,0,NORMAL
T008820,ENT_000598,ENT_000512,9733.38,2026-05-20 18:45:56,CARD,Internet Banking,West Bengal,Bihar,0,0,NORMAL
T008821,ENT_000385,ENT_000369,1317.6,2026-05-20 18:52:11,UPI,UPI App,Karnataka,Maharashtra,0,0,NORMAL
T008822,ENT_000612,ENT_000570,3809.88,2026-05-20 19:10:56,UPI,UPI App,Madhya Pradesh,Maharashtra,0,0,NORMAL
T008823,ENT_000534,ENT_000585,3266.76,2026-05-20 19:38:58,UPI,UPI App,Tamil Nadu,Uttar Pradesh,0,0,NORMAL
T008824,ENT_000305,ENT_000421,34418.69,2026-05-20 19:56:14,IMPS,Internet Banking,Maharashtra,Maharashtra,0,0,NORMAL
T008825,ENT_000023,ENT_000218,577.07,2026-05-20 20:17:48,CARD,Internet Banking,Uttar Pradesh,Delhi,0,0,NORMAL
T008826,ENT_000639,ENT_000305,2404.6,2026-05-20 20:39:46,IMPS,Internet Banking,Bihar,Maharashtra,0,0,NORMAL
T008827,ENT_000353,ENT_000221,295.83,2026-05-20 20:46:43,UPI,UPI App,Karnataka,Telangana,0,0,NORMAL
T008828,ENT_000154,ENT_000207,1023.25,2026-05-20 20:57:14,UPI,UPI App,Tamil Nadu,Bihar,0,0,NORMAL
T008829,ENT_000562,ENT_000577,1491.43,2026-05-20 21:14:46,UPI,UPI App,Rajasthan,Kerala,0,0,NORMAL
T008830,ENT_000430,ENT_000116,368654.4,2026-05-20 21:26:38,IMPS,Mobile Banking,Bihar,Kerala,0,1,RING_005
T008831,ENT_000568,ENT_000686,4077.8,2026-05-20 21:31:27,UPI,UPI App,Odisha,Bihar,0,0,NORMAL
T008832,ENT_000436,ATM_024,2854.55,2026-05-20 22:33:24,CASH_WITHDRAWAL,ATM,Telangana,Punjab,1,0,NORMAL
T008833,ENT_000116,ENT_000425,354703.12,2026-05-20 22:40:38,UPI,UPI App,Kerala,Maharashtra,0,1,RING_005
T008834,ENT_000425,ENT_000154,333523.86,2026-05-20 23:05:38,UPI,UPI App,Maharashtra,Tamil Nadu,0,1,RING_005
T008835,ENT_000193,ENT_000329,210019.17,2026-05-20 23:25:11,IMPS,Mobile Banking,Odisha,Rajasthan,0,1,RING_009
T008836,ENT_000154,ENT_000152,316800.91,2026-05-20 23:46:38,IMPS,Mobile Banking,Tamil Nadu,Telangana,0,1,RING_005
T008837,ENT_000193,ENT_000020,193863.85,2026-05-20 23:58:11,IMPS,Mobile Banking,Odisha,Gujarat,0,1,RING_009
T008838,ENT_000152,ENT_000581,306141.91,2026-05-21 00:40:38,UPI,UPI App,Telangana,Punjab,0,1,RING_005
T008839,ENT_000329,ENT_000156,201618.41,2026-05-21 01:10:11,UPI,UPI App,Rajasthan,Madhya Pradesh,0,1,RING_009
T008840,ENT_000020,ENT_000156,186109.3,2026-05-21 01:45:11,UPI,UPI App,Gujarat,Madhya Pradesh,0,1,RING_009
T008841,ENT_000581,ENT_000603,295258.24,2026-05-21 01:47:38,UPI,UPI App,Punjab,Rajasthan,0,1,RING_005
T008842,ENT_000603,ENT_000597,281092.73,2026-05-21 02:21:38,IMPS,Mobile Banking,Rajasthan,Telangana,0,1,RING_005
T008843,ENT_000268,ENT_000108,21613.48,2026-05-21 03:10:09,IMPS,Mobile Banking,Bihar,Karnataka,0,1,RING_004
T008844,ENT_000597,ENT_000103,271274.51,2026-05-21 03:15:38,NEFT,Internet Banking,Telangana,Maharashtra,0,1,RING_005
T008845,ENT_000156,ENT_000051,371572.38,2026-05-21 03:24:11,NEFT,Internet Banking,Madhya Pradesh,Punjab,0,1,RING_009
T008846,ENT_000268,ENT_000076,19950.9,2026-05-21 03:35:09,IMPS,Mobile Banking,Bihar,Maharashtra,0,1,RING_004
T008847,ENT_000118,ENT_000176,3841.12,2026-05-21 03:43:01,UPI,UPI App,Tamil Nadu,Gujarat,0,0,NORMAL
T008848,ENT_000051,ATM_019,360425.21,2026-05-21 03:44:11,CASH_WITHDRAWAL,ATM,Punjab,Maharashtra,1,1,RING_009
T008849,ENT_000700,ENT_000509,38912.76,2026-05-21 04:07:04,CARD,Internet Banking,Odisha,Punjab,0,0,NORMAL
T008850,ENT_000103,ATM_037,261507.81,2026-05-21 04:36:38,CASH_WITHDRAWAL,ATM,Maharashtra,Maharashtra,1,1,RING_005
T008851,ENT_000108,ENT_000351,20748.94,2026-05-21 05:35:09,UPI,UPI App,Karnataka,Gujarat,0,1,RING_004
T008852,ENT_000239,ENT_000141,3641.24,2026-05-21 05:50:29,UPI,UPI App,Gujarat,Maharashtra,0,0,NORMAL
T008853,ENT_000107,ENT_000286,109.53,2026-05-21 06:02:51,UPI,UPI App,Rajasthan,West Bengal,0,0,NORMAL
T008854,ENT_000076,ENT_000351,19152.87,2026-05-21 06:11:09,UPI,UPI App,Maharashtra,Gujarat,0,1,RING_004
T008855,ENT_000129,ENT_000359,1009.72,2026-05-21 06:40:32,UPI,UPI App,Maharashtra,West Bengal,0,0,NORMAL
T008856,ENT_000144,ATM_004,1714.43,2026-05-21 06:53:23,CASH_WITHDRAWAL,ATM,Rajasthan,Tamil Nadu,1,0,NORMAL
T008857,ENT_000351,ENT_000175,38239.23,2026-05-21 08:32:09,NEFT,Internet Banking,Gujarat,Uttar Pradesh,0,1,RING_004
T008858,ENT_000341,ENT_000494,61424.42,2026-05-21 08:37:31,UPI,UPI App,Odisha,Madhya Pradesh,0,1,RING_022
T008859,ENT_000576,ENT_000461,3477.32,2026-05-21 08:55:18,IMPS,Mobile Banking,Madhya Pradesh,West Bengal,0,0,NORMAL
T008860,ENT_000261,ENT_000333,329744.76,2026-05-21 08:58:08,NEFT,Bank Branch,Karnataka,Bihar,0,0,NORMAL
T008861,ENT_000180,ENT_000494,60745.89,2026-05-21 09:03:31,UPI,UPI App,Madhya Pradesh,Madhya Pradesh,0,1,RING_022
T008862,ENT_000452,ENT_000108,494750.8,2026-05-21 09:09:10,NEFT,Bank Branch,Gujarat,Karnataka,0,0,NORMAL
T008863,ENT_000175,ATM_005,37092.06,2026-05-21 09:22:09,CASH_WITHDRAWAL,ATM,Uttar Pradesh,Kerala,1,1,RING_004
T008864,ENT_000137,ENT_000410,515.23,2026-05-21 09:23:43,IMPS,Internet Banking,Karnataka,Telangana,0,0,NORMAL
T008865,ENT_000651,ENT_000494,57323.89,2026-05-21 09:29:31,UPI,UPI App,Tamil Nadu,Madhya Pradesh,0,1,RING_022
T008866,ENT_000326,ENT_000494,56074.8,2026-05-21 09:39:31,UPI,UPI App,Maharashtra,Madhya Pradesh,0,1,RING_022
T008867,ENT_000009,ENT_000181,12222.33,2026-05-21 09:44:58,NEFT,Internet Banking,Kerala,Rajasthan,0,0,NORMAL
T008868,ENT_000041,ENT_000475,47421.4,2026-05-21 10:02:01,NEFT,Internet Banking,Maharashtra,Madhya Pradesh,0,0,NORMAL
T008869,ENT_000683,ENT_000494,58760.01,2026-05-21 10:13:31,UPI,UPI App,Delhi,Madhya Pradesh,0,1,RING_022
T008870,ENT_000614,ENT_000127,4030.0,2026-05-21 10:42:58,UPI,UPI App,Rajasthan,Delhi,0,0,NORMAL
T008871,ENT_000557,ENT_000658,510.93,2026-05-21 10:52:37,UPI,UPI App,Rajasthan,Karnataka,0,0,NORMAL
